,Movie ID,Title,IMDB Rating,Directors,Writers,Stars,Storyline,Release Date,Origin Countries,Languages,Budget,Gross Worldwide,Runtime,Genres
62,tt5779228,The Garfield Movie,5.8,​Mark Dindal,"noneWriters, ​Paul A. Kaplan, ​Mark Torgove, ​David Reynolds, noneWriters","noneStars, ​Chris Pratt, ​Samuel L. Jackson, ​Hannah Waddingham, noneStars","After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",Release date,"United States, United Kingdom, Hong Kong",English,"$60,000,000 (estimated)","$200,193,268",1 hour 41 minutes,"Animation, Adventure, Comedy"
63,tt5822536,Paddington in Peru,N/A,​Dougal Wilson,"noneWriters, ​Michael Bond, ​Mark Burton, ​Simon Farnaby, noneWriters","noneStars, ​Emily Mortimer, ​Olivia Colman, ​Ben Whishaw, noneStars","Follows Paddington and the Brown family as they visit Aunt Lucy in Peru, but a mystery sends them to the Amazon rainforest and up Peruvian mountains.",Release date,"United Kingdom, France",English,N/A,N/A,N/A,"Adventure, Comedy, Family"
64,tt16366836,Venom: The Last Dance,N/A,​Kelly Marcel,"noneWriters, ​Kelly Marcel, ​Tom Hardy, noneWriters","noneStars, ​Tom Hardy, ​Juno Temple, ​Alanna Ubach, noneStars","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",Release date,"United States, United Kingdom, Mexico",English,N/A,N/A,N/A,"Action, Adventure, Sci-Fi"
65,tt1160419,Dune,8.0,​Denis Villeneuve,"noneWriters, ​Jon Spaihts, ​Denis Villeneuve, ​Eric Roth, noneWriters","noneStars, ​Timothée Chalamet, ​Rebecca Ferguson, ​Zendaya, noneStars",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Release date,"United States, Canada","English, Mandarin","$165,000,000 (estimated)","$407,573,628",2 hours 35 minutes,"Action, Adventure, Drama"
66,tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,6.7,​Francis Lawrence,"​Michael Lesslie, ​Michael Arndt, ​Suzanne Collins","noneStars, ​Rachel Zegler, ​Tom Blyth, ​Viola Davis, noneStars",Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,Release date,"United States, Canada",English,"$100,000,000 (estimated)","$337,371,917",2 hours 37 minutes,"Action, Adventure, Drama"
67,tt19637052,Love Lies Bleeding,6.7,​Rose Glass,"​Rose Glass, ​Weronika Tofilska","noneStars, ​Anna Baryshnikov, ​Kristen Stewart, ​Dave Franco, noneStars","Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.",Release date,"United Kingdom, United States",English,N/A,"$11,254,825",1 hour 44 minutes,"Action, Adventure, Crime"
68,tt12584954,Twisters,N/A,​Lee Isaac Chung,"noneWriters, ​Mark L. Smith, ​Joseph Kosinski, ​Michael Crichton, noneWriters","noneStars, ​Glen Powell, ​Daisy Edgar-Jones, ​Maura Tierney, noneStars","An update to the 1996 film 'Twister', which centered on a pair of storm chasers who risk their lives in an attempt to test an experimental weather alert system.",Release date,United States,English,"$200,000,000 (estimated)",N/A,2 hours 2 minutes,"Action, Adventure, Thriller"
69,tt11057302,Madame Web,3.9,​S.J. Clarkson,"noneWriters, ​Matt Sazama, ​Burk Sharpless, ​Claire Parker, noneWriters","noneStars, ​Dakota Johnson, ​Sydney Sweeney, ​Isabela Merced, noneStars","Cassandra Webb is a New York metropolis paramedic who begins to demonstrate signs of clairvoyance. Forced to challenge revelations about her past, she needs to safeguard three young women from a deadly adversary who wants them destroyed.",Release date,"United States, Mexico",English,"$80,000,000 (estimated)","$100,298,817",1 hour 56 minutes,"Action, Adventure, Sci-Fi"
70,tt14824600,The Lord of the Rings: The War of the Rohirrim,N/A,​Kenji Kamiyama,"noneWriters, ​Jeffrey Addiss, ​Phoebe Gittins, ​Will Matthews, noneWriters","noneStars, ​Brian Cox, ​Miranda Otto, ​Lorraine Ashbourne, noneStars","The untold story behind Helm's Deep, hundreds of years before the fateful war, telling the life and bloodsoaked times of its founder, Helm Hammerhand, the King of Rohan.",Release date,"United States, Japan, United Kingdom",English,N/A,N/A,2 hours 10 minutes,"Animation, Action, Adventure"
71,tt0120655,Dogma,7.3,​Kevin Smith,​Kevin Smith,"noneStars, ​Ben Affleck, ​Matt Damon, ​Linda Fiorentino, noneStars",An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,Release date,United States,"English, Spanish","$10,000,000 (estimated)","$31,429,330",2 hours 10 minutes,"Adventure, Comedy, Drama"
72,tt7510222,Despicable Me 4,6.4,"​Chris Renaud, ​Patrick Delage","​Ken Daurio, ​Mike White","noneStars, ​Steve Carell, ​Kristen Wiig, ​Joey King, noneStars","Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",Release date,United States,English,N/A,N/A,1 hour 35 minutes,"Animation, Adventure, Comedy"
73,tt21235248,Ghostbusters: Frozen Empire,6.1,​Gil Kenan,"noneWriters, ​Gil Kenan, ​Jason Reitman, ​Ivan Reitman, noneWriters","noneStars, ​Paul Rudd, ​Carrie Coon, ​Finn Wolfhard, noneStars","When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",Release date,"United States, Canada, United Kingdom",English,"$100,000,000 (estimated)","$201,627,392",1 hour 55 minutes,"Adventure, Comedy, Fantasy"
74,tt0120737,The Lord of the Rings: The Fellowship of the Ring,8.9,​Peter Jackson,"noneWriters, ​J.R.R. Tolkien, ​Fran Walsh, ​Philippa Boyens, noneWriters","noneStars, ​Elijah Wood, ​Ian McKellen, ​Orlando Bloom, noneStars",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Release date,"New Zealand, United States","English, Sindarin","$93,000,000 (estimated)","$887,266,300",2 hours 58 minutes,"Action, Adventure, Drama"
75,tt0816692,Interstellar,8.7,​Christopher Nolan,"​Jonathan Nolan, ​Christopher Nolan","noneStars, ​Matthew McConaughey, ​Anne Hathaway, ​Jessica Chastain, noneStars","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Release date,"United States, United Kingdom, Canada",English,"$165,000,000 (estimated)","$705,191,242",2 hours 49 minutes,"Adventure, Drama, Sci-Fi"
76,tt1517268,Barbie,6.8,​Greta Gerwig,"​Greta Gerwig, ​Noah Baumbach","noneStars, ​Margot Robbie, ​Ryan Gosling, ​Issa Rae, noneStars","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",Release date,"United States, United Kingdom","English, Spanish","$100,000,000 (estimated)","$1,445,638,421",1 hour 54 minutes,"Adventure, Comedy, Fantasy"
77,tt0079501,Mad Max,6.8,​George Miller,"noneWriters, ​James McCausland, ​George Miller, ​Byron Kennedy, noneWriters","noneStars, ​Mel Gibson, ​Joanne Samuel, ​Hugh Keays-Byrne, noneStars","In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",Release date,Australia,English,"$300,000 (estimated)","$8,773,932",1 hour 28 minutes,"Action, Adventure, Sci-Fi"
78,tt0117998,Twister,6.5,​Jan de Bont,"​Michael Crichton, ​Anne-Marie Martin","noneStars, ​Helen Hunt, ​Bill Paxton, ​Cary Elwes, noneStars",Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,Release date,United States,English,"$92,000,000 (estimated)","$494,580,615",1 hour 53 minutes,"Action, Adventure, Thriller"
79,tt1392170,The Hunger Games,7.2,​Gary Ross,"noneWriters, ​Gary Ross, ​Suzanne Collins, ​Billy Ray, noneWriters","noneStars, ​Jennifer Lawrence, ​Josh Hutcherson, ​Liam Hemsworth, noneStars",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Release date,United States,English,"$78,000,000 (estimated)","$695,220,619",2 hours 22 minutes,"Action, Adventure, Sci-Fi"
80,tt9218128,Gladiator 2,N/A,​Ridley Scott,​David Scarpa,"noneStars, ​Denzel Washington, ​Pedro Pascal, ​Connie Nielsen, noneStars","Follows Lucius, the son of Maximus's love Lucilla, after Maximus's death.",Release date,"United Kingdom, United States",English,N/A,N/A,N/A,"Action, Adventure, Drama"
81,tt0241527,Harry Potter and the Sorcerer's Stone,7.6,​Chris Columbus,"​J.K. Rowling, ​Steve Kloves","noneStars, ​Daniel Radcliffe, ​Rupert Grint, ​Emma Watson, noneStars","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Release date,"United Kingdom, United States","English, Latin","$125,000,000 (estimated)","$1,024,466,594",2 hours 32 minutes,"Adventure, Family, Fantasy"
82,tt0082694,Mad Max 2: The Road Warrior,7.6,​George Miller,"noneWriters, ​Terry Hayes, ​George Miller, ​Brian Hannant, noneWriters","noneStars, ​Mel Gibson, ​Bruce Spence, ​Michael Preston, noneStars","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community get rid of a horde of bandits.",Release date,Australia,English,"$3,000,000 (estimated)","$23,670,464",1 hour 36 minutes,"Action, Adventure, Sci-Fi"
83,tt0087182,Dune,6.3,​David Lynch,"​Frank Herbert, ​David Lynch","noneStars, ​Kyle MacLachlan, ​Virginia Madsen, ​Francesca Annis, noneStars",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,Release date,"United States, Mexico",English,"$40,000,000 (estimated)","$30,985,338",2 hours 17 minutes,"Action, Adventure, Sci-Fi"
84,tt21692408,Kung Fu Panda 4,6.3,"​Mike Mitchell, ​Stephanie Stine","noneWriters, ​Jonathan Aibel, ​Glenn Berger, ​Darren Lemke, noneWriters","noneStars, ​Jack Black, ​Awkwafina, ​Viola Davis, noneStars","After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",Release date,"United States, China","Mandarin, Chinese, English","$85,000,000 (estimated)","$543,622,314",1 hour 34 minutes,"Animation, Action, Adventure"
85,tt1375666,Inception,8.8,​Christopher Nolan,​Christopher Nolan,"noneStars, ​Leonardo DiCaprio, ​Joseph Gordon-Levitt, ​Elliot Page, noneStars","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Release date,"United States, United Kingdom","English, Japanese, French","$160,000,000 (estimated)","$839,030,630",2 hours 28 minutes,"Action, Adventure, Sci-Fi"
86,tt9603212,Mission: Impossible - Dead Reckoning Part One,7.7,​Christopher McQuarrie,"​Bruce Geller, ​Christopher McQuarrie, ​Erik Jendresen","noneStars, ​Tom Cruise, ​Hayley Atwell, ​Ving Rhames, noneStars",Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,Release date,United States,"English, French, Italian, Russian","$291,000,000 (estimated)","$567,535,383",2 hours 43 minutes,"Action, Adventure, Thriller"
87,tt0172495,Gladiator,8.5,​Ridley Scott,"noneWriters, ​David Franzoni, ​John Logan, ​William Nicholson, noneWriters","noneStars, ​Russell Crowe, ​Joaquin Phoenix, ​Connie Nielsen, noneStars",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Release date,"United States, United Kingdom, Malta, Morocco",English,"$103,000,000 (estimated)","$465,387,186",2 hours 35 minutes,"Action, Adventure, Drama"
88,tt4978420,Borderlands,N/A,​Eli Roth,"noneWriters, ​Eli Roth, ​Joe Crombie, noneWriters","noneStars, ​Gina Gershon, ​Kevin Hart, ​Cate Blanchett, noneStars","Based on the best-selling videogame, this all-star action-adventure follows a ragtag team of misfits on a mission to save a missing girl who holds the key to unimaginable power.",Release date,United States,English,N/A,N/A,1 hour 42 minutes,"Action, Adventure, Comedy"
89,tt13622970,Moana 2,N/A,"​David G. Derrick Jr., ​Jason Hand, ​Dana Ledoux Miller","noneWriters, ​David G. Derrick Jr., ​Ron Clements, ​John Musker, noneWriters","noneStars, ​Auli'i Cravalho, ​Dwayne Johnson, ​Alan Tudyk, noneStars","After receiving an unexpected call from her wayfinding ancestors, Moana journeys to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she has ever faced.",Release date,"United States, Canada",English,N/A,N/A,N/A,"Animation, Adventure, Comedy"
90,tt9224104,Meg 2: The Trench,5.0,​Ben Wheatley,"noneWriters, ​Jon Hoeber, ​Erich Hoeber, ​Dean Georgaris, noneWriters","noneStars, ​Jason Statham, ​Jing Wu, ​Shuya Sophia Cai, noneStars","A research team encounters multiple threats while exploring the depths of the ocean, including a malevolent mining operation.",Release date,"United States, China, United Kingdom",English,"$129,000,000 (estimated)","$397,700,317",1 hour 56 minutes,"Action, Adventure, Horror"
91,tt3450958,War for the Planet of the Apes,7.4,​Matt Reeves,"noneWriters, ​Mark Bomback, ​Matt Reeves, ​Rick Jaffa, noneWriters","noneStars, ​Andy Serkis, ​Woody Harrelson, ​Steve Zahn, noneStars","After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",Release date,United States,"English, American Sign Language","$150,000,000 (estimated)","$490,719,763",2 hours 20 minutes,"Action, Adventure, Drama"
92,tt0167260,The Lord of the Rings: The Return of the King,9.0,​Peter Jackson,"noneWriters, ​J.R.R. Tolkien, ​Fran Walsh, ​Philippa Boyens, noneWriters","noneStars, ​Elijah Wood, ​Viggo Mortensen, ​Ian McKellen, noneStars",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Release date,"New Zealand, United States","English, Quenya, Old English, Sindarin","$94,000,000 (estimated)","$1,151,301,082",3 hours 21 minutes,"Action, Adventure, Drama"
93,tt0107290,Jurassic Park,8.2,​Steven Spielberg,"noneWriters, ​Michael Crichton, ​David Koepp, noneWriters","noneStars, ​Sam Neill, ​Laura Dern, ​Jeff Goldblum, noneStars",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Release date,United States,"English, Spanish","$63,000,000 (estimated)","$1,103,086,582",2 hours 7 minutes,"Action, Adventure, Sci-Fi"
94,tt6166392,Wonka,7.0,​Paul King,"noneWriters, ​Roald Dahl, ​Paul King, ​Simon Farnaby, noneWriters","noneStars, ​Timothée Chalamet, ​Gustave Die, ​Murray McArthur, noneStars","With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.",Release date,"United States, United Kingdom, Canada",English,"$125,000,000 (estimated)","$632,302,312",1 hour 56 minutes,"Adventure, Comedy, Family"
95,tt0387808,Idiocracy,6.5,​Mike Judge,"noneWriters, ​Mike Judge, ​Etan Cohen, noneWriters","noneStars, ​Luke Wilson, ​Maya Rudolph, ​Dax Shepard, noneStars","Corporal Joe Bauers, a decidedly average American, is selected for a top-secret hibernation program but is forgotten and left to awaken to a future so incredibly moronic that he's easily the most intelligent person alive.",Release date,United States,English,"$2,400,000 (estimated)","$495,652",1 hour 24 minutes,"Adventure, Comedy, Sci-Fi"
96,tt0088763,Back to the Future,8.5,​Robert Zemeckis,"​Robert Zemeckis, ​Bob Gale","noneStars, ​Michael J. Fox, ​Christopher Lloyd, ​Lea Thompson, noneStars","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Release date,United States,English,"$19,000,000 (estimated)","$384,577,472",1 hour 56 minutes,"Adventure, Comedy, Sci-Fi"
97,tt14998742,Rebel Moon - Part One: A Child of Fire,5.6,​Zack Snyder,"noneWriters, ​Zack Snyder, ​Kurt Johnstad, ​Shay Hatten, noneWriters","noneStars, ​Sofia Boutella, ​Djimon Hounsou, ​Ed Skrein, noneStars","When a peaceful settlement on the edge of a distant moon finds itself threatened by a tyrannical ruling force, a stranger living among its villagers becomes their best hope for survival.",Release date,United States,English,"$90,000,000 (estimated)",N/A,2 hours 13 minutes,"Action, Adventure, Drama"
98,tt10720352,Arthur the King,7.0,​Simon Cellan Jones,"​Michael Brandt, ​Mikael Lindnord","noneStars, ​Mark Wahlberg, ​Simu Liu, ​Juliet Rylance, noneStars",An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,Release date,"United States, Canada",English,N/A,"$34,915,119",1 hour 47 minutes,"Adventure, Drama, Sport"
99,tt9471678,Ultraman: Rising,7.0,"​Shannon Tindle, ​John Aoshima","​Shannon Tindle, ​Marc Haimes","noneStars, ​Tamlyn Tomita, ​Hiro Nakamura, ​Rob Fukuzaki, noneStars","Ken Sato, a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy as his own child.",Release date,"Japan, United States","English, Japanese",N/A,N/A,1 hour 57 minutes,"Animation, Action, Adventure"
100,tt9362722,Spider-Man: Across the Spider-Verse,8.6,"​Joaquim Dos Santos, ​Kemp Powers, ​Justin K. Thompson","​Phil Lord, ​Christopher Miller, ​Dave Callaham","noneStars, ​Shameik Moore, ​Hailee Steinfeld, ​Brian Tyree Henry, noneStars","Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",Release date,United States,English,"$150,000,000 (estimated)","$690,897,910",2 hours 20 minutes,"Animation, Action, Adventure"
101,tt22022452,Inside Out 2,8.0,​Kelsey Mann,"noneWriters, ​Meg LeFauve, ​Dave Holstein, ​Kelsey Mann, noneWriters","noneStars, ​Amy Poehler, ​Maya Hawke, ​Kensington Tallman, noneStars","Follows Riley, in her teenage years, encountering new emotions.",Release date,"United States, Japan",English,"$200,000,000 (estimated)","$512,383,116",1 hour 36 minutes,"Animation, Adventure, Comedy"
102,tt2096673,Inside Out,8.1,"​Pete Docter, ​Ronnie Del Carmen","noneWriters, ​Pete Docter, ​Ronnie Del Carmen, ​Meg LeFauve, noneWriters","noneStars, ​Amy Poehler, ​Bill Hader, ​Lewis Black, noneStars","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Release date,United States,"English, Portuguese, Latvian","$175,000,000 (estimated)","$858,852,998",1 hour 35 minutes,"Animation, Adventure, Comedy"
103,tt11152168,IF,6.6,​John Krasinski,​John Krasinski,"noneStars, ​Cailey Fleming, ​Ryan Reynolds, ​John Krasinski, noneStars",A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,Release date,"United States, Canada",English,"$110,000,000 (estimated)","$177,218,104",1 hour 44 minutes,"Animation, Comedy, Drama"
104,tt5779228,The Garfield Movie,5.8,​Mark Dindal,"noneWriters, ​Paul A. Kaplan, ​Mark Torgove, ​David Reynolds, noneWriters","noneStars, ​Chris Pratt, ​Samuel L. Jackson, ​Hannah Waddingham, noneStars","After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",Release date,"United States, United Kingdom, Hong Kong",English,"$60,000,000 (estimated)","$200,193,268",1 hour 41 minutes,"Animation, Adventure, Comedy"
105,tt14824600,The Lord of the Rings: The War of the Rohirrim,N/A,​Kenji Kamiyama,"noneWriters, ​Jeffrey Addiss, ​Phoebe Gittins, ​Will Matthews, noneWriters","noneStars, ​Brian Cox, ​Miranda Otto, ​Lorraine Ashbourne, noneStars","The untold story behind Helm's Deep, hundreds of years before the fateful war, telling the life and bloodsoaked times of its founder, Helm Hammerhand, the King of Rohan.",Release date,"United States, Japan, United Kingdom",English,N/A,N/A,2 hours 10 minutes,"Animation, Action, Adventure"
106,tt7510222,Despicable Me 4,6.4,"​Chris Renaud, ​Patrick Delage","​Ken Daurio, ​Mike White","noneStars, ​Steve Carell, ​Kristen Wiig, ​Joey King, noneStars","Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",Release date,United States,English,N/A,N/A,1 hour 35 minutes,"Animation, Adventure, Comedy"
107,tt21692408,Kung Fu Panda 4,6.3,"​Mike Mitchell, ​Stephanie Stine","noneWriters, ​Jonathan Aibel, ​Glenn Berger, ​Darren Lemke, noneWriters","noneStars, ​Jack Black, ​Awkwafina, ​Viola Davis, noneStars","After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",Release date,"United States, China","Mandarin, Chinese, English","$85,000,000 (estimated)","$543,622,314",1 hour 34 minutes,"Animation, Action, Adventure"
108,tt13622970,Moana 2,N/A,"​David G. Derrick Jr., ​Jason Hand, ​Dana Ledoux Miller","noneWriters, ​David G. Derrick Jr., ​Ron Clements, ​John Musker, noneWriters","noneStars, ​Auli'i Cravalho, ​Dwayne Johnson, ​Alan Tudyk, noneStars","After receiving an unexpected call from her wayfinding ancestors, Moana journeys to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she has ever faced.",Release date,"United States, Canada",English,N/A,N/A,N/A,"Animation, Adventure, Comedy"
109,tt9471678,Ultraman: Rising,7.0,"​Shannon Tindle, ​John Aoshima","​Shannon Tindle, ​Marc Haimes","noneStars, ​Tamlyn Tomita, ​Hiro Nakamura, ​Rob Fukuzaki, noneStars","Ken Sato, a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy as his own child.",Release date,"Japan, United States","English, Japanese",N/A,N/A,1 hour 57 minutes,"Animation, Action, Adventure"
110,tt9362722,Spider-Man: Across the Spider-Verse,8.6,"​Joaquim Dos Santos, ​Kemp Powers, ​Justin K. Thompson","​Phil Lord, ​Christopher Miller, ​Dave Callaham","noneStars, ​Shameik Moore, ​Hailee Steinfeld, ​Brian Tyree Henry, noneStars","Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",Release date,United States,English,"$150,000,000 (estimated)","$690,897,910",2 hours 20 minutes,"Animation, Action, Adventure"
111,tt11304740,Wish,5.6,"​Chris Buck, ​Fawn Veerasunthorn","noneWriters, ​Jennifer Lee, ​Allison Moore, ​Chris Buck, noneWriters","noneStars, ​Ariana DeBose, ​Chris Pine, ​Alan Tudyk, noneStars",A young girl named Asha wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,Release date,United States,English,"$200,000,000 (estimated)","$254,997,360",1 hour 35 minutes,"Animation, Adventure, Comedy"
112,tt0317219,Cars,7.2,"​John Lasseter, ​Joe Ranft","noneWriters, ​John Lasseter, ​Joe Ranft, ​Jorgen Klubien, noneWriters","noneStars, ​Owen Wilson, ​Bonnie Hunt, ​Paul Newman, noneStars","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.",Release date,United States,"English, Italian, Japanese, Yiddish","$120,000,000 (estimated)","$461,996,328",1 hour 56 minutes,"Animation, Adventure, Comedy"
113,tt0110357,The Lion King,8.5,"​Roger Allers, ​Rob Minkoff","noneWriters, ​Irene Mecchi, ​Jonathan Roberts, ​Linda Woolverton, noneWriters","noneStars, ​Matthew Broderick, ​Jeremy Irons, ​James Earl Jones, noneStars","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",Release date,United States,"English, Swahili, Xhosa, Zulu","$45,000,000 (estimated)","$968,750,709",1 hour 28 minutes,"Animation, Adventure, Drama"
114,tt3521164,Moana,7.6,"noneDirectors, ​Ron Clements, ​John Musker, ​Don Hall, noneDirectors","noneWriters, ​Jared Bush, ​Ron Clements, ​John Musker, noneWriters","noneStars, ​Auli'i Cravalho, ​Dwayne Johnson, ​Rachel House, noneStars","In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.",Release date,United States,"English, French","$150,000,000 (estimated)","$643,332,467",1 hour 47 minutes,"Animation, Adventure, Comedy"
115,tt6718170,The Super Mario Bros. Movie,7.0,"noneDirectors, ​Aaron Horvath, ​Michael Jelenic, ​Pierre Leduc, noneDirectors",​Matthew Fogel,"noneStars, ​Chris Pratt, ​Anya Taylor-Joy, ​Charlie Day, noneStars","A plumber named Mario travels through an underground labyrinth with his brother Luigi, trying to save a captured princess.",Release date,"United States, Japan",English,"$100,000,000 (estimated)","$1,361,992,475",1 hour 32 minutes,"Animation, Adventure, Comedy"
116,tt0245429,Spirited Away,8.6,​Hayao Miyazaki,"noneWriter, ​Hayao Miyazaki, noneWriter","noneStars, ​Daveigh Chase, ​Suzanne Pleshette, ​Miyu Irino, noneStars","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",Release date,Japan,"Japanese, English","$19,000,000 (estimated)","$357,561,772",2 hours 5 minutes,"Animation, Adventure, Family"
117,tt29623480,The Wild Robot,N/A,​Chris Sanders,"​Peter Brown, ​Chris Sanders","noneStars, ​Lupita Nyong'o, ​Pedro Pascal, ​Catherine O'Hara, noneStars","After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",Release date,United States,English,N/A,N/A,N/A,"Animation, Adventure, Comedy"
118,tt8864596,Transformers One,N/A,​Josh Cooley,"​Andrew Barrer, ​Gabriel Ferrari, ​Bobby Rubio","noneStars, ​Chris Hemsworth, ​Brian Tyree Henry, ​Scarlett Johansson, noneStars","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",Release date,United States,English,N/A,N/A,N/A,"Animation, Action, Adventure"
119,tt0382932,Ratatouille,8.1,"​Brad Bird, ​Jan Pinkava","noneWriters, ​Brad Bird, ​Jan Pinkava, ​Jim Capobianco, noneWriters","noneStars, ​Brad Garrett, ​Lou Romano, ​Patton Oswalt, noneStars",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,Release date,United States,"English, French","$150,000,000 (estimated)","$623,728,318",1 hour 51 minutes,"Animation, Adventure, Comedy"
120,tt6495056,Migration,6.7,"​Benjamin Renner, ​Guylo Homsy","noneWriters, ​Mike White, ​Benjamin Renner, ​Ken Daurio, noneWriters","noneStars, ​Kumail Nanjiani, ​Tresi Gazal, ​Elizabeth Banks, noneStars",A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,Release date,United States,English,"$70,000,000 (estimated)","$298,776,052",1 hour 23 minutes,"Animation, Adventure, Comedy"
121,tt10442352,Thelma the Unicorn,5.8,"​Jared Hess, ​Lynn Wang","​Jared Hess, ​Jerusha Hess, ​Aaron Blabey","noneStars, ​Brittany Howard, ​Will Forte, ​Jon Heder, noneStars","When a rare pink and glitter-filled moment of fate makes Thelma the Pony's wish of being a unicorn come true, she rises to instant international pop-superstar stardom, but at an unexpected cost.",Release date,"Canada, United States",English,N/A,N/A,1 hour 33 minutes,"Animation, Adventure, Comedy"
