,Movie ID,Title,IMDB Rating,Directors,Writers,Stars,Storyline,Release Date,Origin Countries,Languages,Budget,Gross Worldwide,Runtime,Genres
0,tt0266697,Kill Bill: Vol. 1,8.2,​Quentin Tarantino,"noneWriters, ​Quentin Tarantino, ​Uma Thurman, noneWriters","noneStars, ​Uma Thurman, ​David Carradine, ​Daryl Hannah, noneStars","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Release date,"United States, China","English, Japanese, French","$30,000,000 (estimated)","$180,908,413",1 hour 51 minutes,"Action, Crime, Thriller"
1,tt4919268,Bad Boys: Ride or Die,7.0,"​Adil El Arbi, ​Bilall Fallah","​Chris Bremner, ​Will Beall, ​George Gallo","noneStars, ​Will Smith, ​Martin Lawrence, ​Vanessa Hudgens, noneStars","This Summer, the world's favorite Bad Boys are back with their iconic mix of edge-of-your seat action and outrageous comedy but this time with a twist: Miami's finest are now on the run.",Release date,United States,English,"$100,000,000 (estimated)","$235,872,081",1 hour 55 minutes,"Action, Adventure, Comedy"
2,tt12037194,Furiosa: A Mad Max Saga,7.8,​George Miller,"​George Miller, ​Nick Lathouris","noneStars, ​Anya Taylor-Joy, ​Chris Hemsworth, ​Tom Burke, noneStars",The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.,Release date,"Australia, United States",English,"$168,000,000 (estimated)","$162,081,694",2 hours 28 minutes,"Action, Adventure, Sci-Fi"
3,tt13964390,Under Paris,5.2,​Xavier Gens,"noneWriters, ​Yannick Dahan, ​Maud Heywang, ​Xavier Gens, noneWriters","noneStars, ​Bérénice Bejo, ​Nassim Lyes, ​Léa Léviant, noneStars","To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",Release date,France,French,"€25,000,000 (estimated)",N/A,1 hour 44 minutes,"Action, Drama, Horror"
4,tt1684562,The Fall Guy,7.0,​David Leitch,"​Glen A. Larson, ​Drew Pearce","noneStars, ​Ryan Gosling, ​Emily Blunt, ​Aaron Taylor-Johnson, noneStars",A down-and-out stuntman must find the missing star of his ex-girlfriend's blockbuster film.,Release date,"United States, Australia, Canada",English,"$125,000,000 (estimated)","$170,853,974",2 hours 6 minutes,"Action, Comedy, Drama"
5,tt23289160,Godzilla Minus One,7.8,​Takashi Yamazaki,"​Takashi Yamazaki, ​Ishirô Honda, ​Takeo Murata","noneStars, ​Minami Hamabe, ​Ryunosuke Kamiki, ​Munetaka Aoki, noneStars","Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",Release date,Japan,Japanese,"$15,000,000 (estimated)","$115,857,413",2 hours 4 minutes,"Action, Adventure, Drama"
6,tt17279496,Civil War,7.2,​Alex Garland,​Alex Garland,"noneStars, ​Kirsten Dunst, ​Wagner Moura, ​Cailee Spaeny, noneStars","A journey across a dystopian future America, following a team of military-embedded journalists as they race against time to reach DC before rebel factions descend upon the White House.",Release date,"United States, United Kingdom",English,"$50,000,000 (estimated)","$114,409,690",1 hour 49 minutes,"Action, Adventure, Thriller"
7,tt15239678,Dune: Part Two,8.6,​Denis Villeneuve,"​Denis Villeneuve, ​Jon Spaihts, ​Frank Herbert","noneStars, ​Timothée Chalamet, ​Zendaya, ​Rebecca Ferguson, noneStars",Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,Release date,"United States, Canada, United Arab Emirates, Hungary, Italy, New Zealand, Jordan, Gambia",English,"$190,000,000 (estimated)","$711,844,358",2 hours 46 minutes,"Action, Adventure, Drama"
8,tt11389872,Kingdom of the Planet of the Apes,7.2,​Wes Ball,"​Josh Friedman, ​Rick Jaffa, ​Amanda Silver","noneStars, ​Owen Teague, ​Freya Allan, ​Kevin Durand, noneStars","Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",Release date,"United States, Australia",English,"$160,000,000 (estimated)","$378,889,907",2 hours 25 minutes,"Action, Adventure, Drama"
9,tt6263850,Deadpool & Wolverine,N/A,​Shawn Levy,"noneWriters, ​Shawn Levy, ​Rhett Reese, ​Ryan Reynolds, noneWriters","noneStars, ​Ryan Reynolds, ​Hugh Jackman, ​Emma Corrin, noneStars",Wolverine is recovering from his injuries when he crosses paths with the loudmouth Deadpool. They team up to defeat a common enemy.,Release date,United States,English,N/A,N/A,2 hours 7 minutes,"Action, Comedy, Sci-Fi"
10,tt1392190,Mad Max: Fury Road,8.1,​George Miller,"​George Miller, ​Brendan McCarthy, ​Nick Lathouris","noneStars, ​Tom Hardy, ​Charlize Theron, ​Nicholas Hoult, noneStars","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",Release date,"Australia, United States","English, Russian","$150,000,000 (estimated)","$380,418,444",2 hours,"Action, Adventure, Sci-Fi"
11,tt5177120,The Ministry of Ungentlemanly Warfare,6.9,​Guy Ritchie,"noneWriters, ​Paul Tamasy, ​Eric Johnson, ​Arash Amel, noneWriters","noneStars, ​Henry Cavill, ​Alan Ritchson, ​Alex Pettyfer, noneStars",The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,Release date,"United States, United Kingdom, Turkey",English,"$60,000,000 (estimated)","$26,606,603",2 hours,"Action, Drama, War"
12,tt14856980,Atlas,5.6,​Brad Peyton,"​Leo Sardarian, ​Aron Eli Coleite","noneStars, ​Jennifer Lopez, ​Simu Liu, ​Sterling K. Brown, noneStars","In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity.",Release date,United States,English,N/A,N/A,1 hour 58 minutes,"Action, Adventure, Drama"
13,tt14539740,Godzilla x Kong: The New Empire,6.2,​Adam Wingard,"noneWriters, ​Terry Rossio, ​Adam Wingard, ​Simon Barrett, noneWriters","noneStars, ​Rebecca Hall, ​Brian Tyree Henry, ​Dan Stevens, noneStars","Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",Release date,"United States, Australia",English,"$135,000,000 (estimated)","$567,650,016",1 hour 55 minutes,"Action, Adventure, Fantasy"
14,tt1502397,Bad Boys for Life,6.5,"​Adil El Arbi, ​Bilall Fallah","noneWriters, ​Peter Craig, ​Joe Carnahan, ​Chris Bremner, noneWriters","noneStars, ​Will Smith, ​Martin Lawrence, ​Vanessa Hudgens, noneStars",Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,Release date,United States,"English, Spanish","$90,000,000 (estimated)","$426,505,244",2 hours 4 minutes,"Action, Comedy, Crime"
15,tt0112442,Bad Boys,6.8,​Michael Bay,"noneWriters, ​George Gallo, ​Michael Barrie, ​Jim Mulholland, noneWriters","noneStars, ​Will Smith, ​Martin Lawrence, ​Lisa Boyle, noneStars",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Release date,United States,"English, Persian","$19,000,000 (estimated)","$141,407,024",1 hour 59 minutes,"Action, Comedy, Crime"
16,tt16366836,Venom: The Last Dance,N/A,​Kelly Marcel,"noneWriters, ​Kelly Marcel, ​Tom Hardy, noneWriters","noneStars, ​Tom Hardy, ​Juno Temple, ​Alanna Ubach, noneStars","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",Release date,"United States, United Kingdom, Mexico",English,N/A,N/A,N/A,"Action, Adventure, Sci-Fi"
17,tt1160419,Dune,8.0,​Denis Villeneuve,"noneWriters, ​Jon Spaihts, ​Denis Villeneuve, ​Eric Roth, noneWriters","noneStars, ​Timothée Chalamet, ​Rebecca Ferguson, ​Zendaya, noneStars",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Release date,"United States, Canada","English, Mandarin","$165,000,000 (estimated)","$407,573,628",2 hours 35 minutes,"Action, Adventure, Drama"
18,tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,6.7,​Francis Lawrence,"​Michael Lesslie, ​Michael Arndt, ​Suzanne Collins","noneStars, ​Rachel Zegler, ​Tom Blyth, ​Viola Davis, noneStars",Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,Release date,"United States, Canada",English,"$100,000,000 (estimated)","$337,371,917",2 hours 37 minutes,"Action, Adventure, Drama"
19,tt19637052,Love Lies Bleeding,6.7,​Rose Glass,"​Rose Glass, ​Weronika Tofilska","noneStars, ​Anna Baryshnikov, ​Kristen Stewart, ​Dave Franco, noneStars","Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.",Release date,"United Kingdom, United States",English,N/A,"$11,254,825",1 hour 44 minutes,"Action, Adventure, Crime"
20,tt27470893,Chandu Champion,8.5,​Kabir Khan,"noneWriters, ​Sumit Arora, ​Kabir Khan, ​Sudipto Sarkar, noneWriters","noneStars, ​Kartik Aaryan, ​Vijay Raaz, ​Bhagyashree Patwardhan, noneStars",A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.,Release date,India,Hindi,N/A,"$127,116",2 hours 22 minutes,"Action, Biography, Drama"
21,tt1745960,Top Gun: Maverick,8.2,​Joseph Kosinski,"noneWriters, ​Jim Cash, ​Jack Epps Jr., ​Peter Craig, noneWriters","noneStars, ​Tom Cruise, ​Jennifer Connelly, ​Miles Teller, noneStars","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.",Release date,United States,English,"$170,000,000 (estimated)","$1,495,696,292",2 hours 10 minutes,"Action, Drama"
22,tt3359350,Road House,6.2,​Doug Liman,"noneWriters, ​Anthony Bagarozzi, ​Chuck Mondry, ​R. Lance Hill, noneWriters","noneStars, ​Jake Gyllenhaal, ​Daniela Melchior, ​Conor McGregor, noneStars","Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",Release date,United States,English,"$85,000,000 (estimated)",N/A,2 hours 1 minute,"Action, Thriller"
23,tt12584954,Twisters,N/A,​Lee Isaac Chung,"noneWriters, ​Mark L. Smith, ​Joseph Kosinski, ​Michael Crichton, noneWriters","noneStars, ​Glen Powell, ​Daisy Edgar-Jones, ​Maura Tierney, noneStars","An update to the 1996 film 'Twister', which centered on a pair of storm chasers who risk their lives in an attempt to test an experimental weather alert system.",Release date,United States,English,"$200,000,000 (estimated)",N/A,2 hours 2 minutes,"Action, Adventure, Thriller"
24,tt11057302,Madame Web,3.9,​S.J. Clarkson,"noneWriters, ​Matt Sazama, ​Burk Sharpless, ​Claire Parker, noneWriters","noneStars, ​Dakota Johnson, ​Sydney Sweeney, ​Isabela Merced, noneStars","Cassandra Webb is a New York metropolis paramedic who begins to demonstrate signs of clairvoyance. Forced to challenge revelations about her past, she needs to safeguard three young women from a deadly adversary who wants them destroyed.",Release date,"United States, Mexico",English,"$80,000,000 (estimated)","$100,298,817",1 hour 56 minutes,"Action, Adventure, Sci-Fi"
25,tt14824600,The Lord of the Rings: The War of the Rohirrim,N/A,​Kenji Kamiyama,"noneWriters, ​Jeffrey Addiss, ​Phoebe Gittins, ​Will Matthews, noneWriters","noneStars, ​Brian Cox, ​Miranda Otto, ​Lorraine Ashbourne, noneStars","The untold story behind Helm's Deep, hundreds of years before the fateful war, telling the life and bloodsoaked times of its founder, Helm Hammerhand, the King of Rohan.",Release date,"United States, Japan, United Kingdom",English,N/A,N/A,2 hours 10 minutes,"Animation, Action, Adventure"
26,tt0172156,Bad Boys II,6.6,​Michael Bay,"noneWriters, ​George Gallo, ​Marianne Wibberley, ​Cormac Wibberley, noneWriters","noneStars, ​Will Smith, ​Martin Lawrence, ​Gabrielle Union, noneStars",Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,Release date,United States,"English, Spanish, Russian","$130,000,000 (estimated)","$273,340,010",2 hours 27 minutes,"Action, Comedy, Crime"
27,tt18072316,Bade Miyan Chote Miyan,4.1,​Ali Abbas Zafar,"noneWriters, ​Aditya Basu, ​Vashu Bhagnani, ​Suraj Gianani, noneWriters","noneStars, ​Alaya F, ​Akshay Kumar, ​Manushi Chhillar, noneStars",Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.,Release date,India,"Hindi, Tamil, Telugu, Kannada, Malayalam","₹350,000,000 (estimated)","$2,635,333",2 hours 43 minutes,"Action, Sci-Fi, Thriller"
28,tt13923084,Boy Kills World,6.4,​Moritz Mohr,"noneWriters, ​Tyler Burton Smith, ​Arend Remmers, ​Moritz Mohr, noneWriters","noneStars, ​Bill Skarsgård, ​Jessica Rothe, ​Michelle Dockery, noneStars","A fever dream action film that follows Boy, a deaf person with a vibrant imagination. When his family is murdered, he is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",Release date,"Germany, South Africa, United States",English,N/A,"$3,142,357",1 hour 51 minutes,"Action, Crime, Thriller"
29,tt12593682,Bullet Train,7.3,​David Leitch,"​Zak Olkewicz, ​Kôtarô Isaka","noneStars, ​Brad Pitt, ​Joey King, ​Aaron Taylor-Johnson, noneStars",Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,Release date,"United States, Japan","English, Japanese, Spanish, Russian","$85,900,000 (estimated)","$239,268,602",2 hours 7 minutes,"Action, Comedy, Thriller"
30,tt15314262,The Beekeeper,6.4,​David Ayer,​Kurt Wimmer,"noneStars, ​Jason Statham, ​Emmy Raver-Lampman, ​Bobby Naderi, noneStars","One man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as ""Beekeepers.""",Release date,"United States, United Kingdom",English,"$40,000,000 (estimated)","$152,720,535",1 hour 45 minutes,"Action, Crime, Thriller"
31,tt0120737,The Lord of the Rings: The Fellowship of the Ring,8.9,​Peter Jackson,"noneWriters, ​J.R.R. Tolkien, ​Fran Walsh, ​Philippa Boyens, noneWriters","noneStars, ​Elijah Wood, ​Ian McKellen, ​Orlando Bloom, noneStars",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Release date,"New Zealand, United States","English, Sindarin","$93,000,000 (estimated)","$887,266,300",2 hours 58 minutes,"Action, Adventure, Drama"
32,tt9214772,Monkey Man,6.9,​Dev Patel,"noneWriters, ​Dev Patel, ​Paul Angunawela, ​John Collee, noneWriters","noneStars, ​Dev Patel, ​Sharlto Copley, ​Pitobash, noneStars",An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.,Release date,"United States, Canada, Singapore, India",English,"$10,000,000 (estimated)","$34,664,571",2 hours 1 minute,"Action, Crime, Thriller"
33,tt32094375,Die Hart 2: Die Harter,4.2,​Eric Appel,"noneWriters, ​Tripper Clancy, ​Derek Kolstad, noneWriters","noneStars, ​Kevin Hart, ​Nathalie Emmanuel, ​Ben Schwartz, noneStars","Hart plans an innovative action film with unscripted, unexpected scenes to cement his legacy as the greatest. However, a blind spot leads him to fall victim to a vengeful plot from his past.",Release date,United States,,N/A,N/A,1 hour 32 minutes,"Action, Comedy"
34,tt0079501,Mad Max,6.8,​George Miller,"noneWriters, ​James McCausland, ​George Miller, ​Byron Kennedy, noneWriters","noneStars, ​Mel Gibson, ​Joanne Samuel, ​Hugh Keays-Byrne, noneStars","In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",Release date,Australia,English,"$300,000 (estimated)","$8,773,932",1 hour 28 minutes,"Action, Adventure, Sci-Fi"
35,tt0117998,Twister,6.5,​Jan de Bont,"​Michael Crichton, ​Anne-Marie Martin","noneStars, ​Helen Hunt, ​Bill Paxton, ​Cary Elwes, noneStars",Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,Release date,United States,English,"$92,000,000 (estimated)","$494,580,615",1 hour 53 minutes,"Action, Adventure, Thriller"
36,tt1392170,The Hunger Games,7.2,​Gary Ross,"noneWriters, ​Gary Ross, ​Suzanne Collins, ​Billy Ray, noneWriters","noneStars, ​Jennifer Lawrence, ​Josh Hutcherson, ​Liam Hemsworth, noneStars",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Release date,United States,English,"$78,000,000 (estimated)","$695,220,619",2 hours 22 minutes,"Action, Adventure, Sci-Fi"
37,tt8367814,The Gentlemen,7.8,​Guy Ritchie,"noneWriters, ​Guy Ritchie, ​Ivan Atkinson, ​Marn Davies, noneWriters","noneStars, ​Matthew McConaughey, ​Charlie Hunnam, ​Michelle Dockery, noneStars","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Release date,"United States, United Kingdom","English, Russian, Spanish, Chinese","$22,000,000 (estimated)","$115,175,729",1 hour 53 minutes,"Action, Crime"
38,tt9218128,Gladiator 2,N/A,​Ridley Scott,​David Scarpa,"noneStars, ​Denzel Washington, ​Pedro Pascal, ​Connie Nielsen, noneStars","Follows Lucius, the son of Maximus's love Lucilla, after Maximus's death.",Release date,"United Kingdom, United States",English,N/A,N/A,N/A,"Action, Adventure, Drama"
39,tt15009428,Argylle,5.7,​Matthew Vaughn,​Jason Fuchs,"noneStars, ​Henry Cavill, ​Bryce Dallas Howard, ​Sam Rockwell, noneStars","A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes the plot of the new book she's writing starts to mirror real-world events, in real time.",Release date,"United Kingdom, United States",English,"$200,000,000 (estimated)","$96,213,864",2 hours 19 minutes,"Action, Comedy, Thriller"
40,tt0468569,The Dark Knight,9.0,​Christopher Nolan,"noneWriters, ​Jonathan Nolan, ​Christopher Nolan, ​David S. Goyer, noneWriters","noneStars, ​Christian Bale, ​Heath Ledger, ​Aaron Eckhart, noneStars","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Release date,"United States, United Kingdom","English, Mandarin","$185,000,000 (estimated)","$1,008,524,647",2 hours 32 minutes,"Action, Crime, Drama"
41,tt32308418,How to Rob a Bank,6.6,"​Stephen Robert Morse, ​Seth Porges","noneWriters, ​Maxim Gertler-Jaffe, ​Stephen Robert Morse, ​Max Peltz, noneWriters","noneStars, ​Scott Scurlock, ​Ellen Glasser, ​Shawn Johnson, noneStars","In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies.",Release date,United States,,N/A,N/A,1 hour 28 minutes,"Documentary, Action, Crime"
42,tt0110413,Léon: The Professional,8.5,​Luc Besson,​Luc Besson,"noneStars, ​Jean Reno, ​Gary Oldman, ​Natalie Portman, noneStars","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Release date,"France, United States","English, Italian, French","FRF 115,000,000 (estimated)","$20,275,438",1 hour 50 minutes,"Action, Crime, Drama"
43,tt1340094,The Crow,N/A,​Rupert Sanders,"​James O'Barr, ​Zach Baylin, ​William Josef Schneider","noneStars, ​Bill Skarsgård, ​FKA twigs, ​Danny Huston, noneStars","When soulmates Eric and Shelly are brutally murdered, Eric is given the chance to save his true love by sacrificing himself and sets out to seek revenge, traversing the worlds of the living and the dead to put the wrong things right.",Release date,"United States, United Kingdom, France",English,"$50,000,000 (estimated)",N/A,N/A,"Action, Crime, Fantasy"
44,tt0071517,Foxy Brown,6.5,​Jack Hill,"​Jack Hill, ​David Sheldon","noneStars, ​Pam Grier, ​Antonio Fargas, ​Peter Brown, noneStars",A voluptuous vigilante takes a job as a high-class prostitute to get revenge on the mobsters who murdered her boyfriend.,Release date,United States,English,"$500,000 (estimated)",$459,1 hour 32 minutes,"Action, Crime, Thriller"
45,tt1877830,The Batman,7.8,​Matt Reeves,"noneWriters, ​Matt Reeves, ​Peter Craig, ​Bob Kane, noneWriters","noneStars, ​Robert Pattinson, ​Zoë Kravitz, ​Jeffrey Wright, noneStars","When a sadistic serial killer begins murdering key political figures in Gotham, The Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Release date,United States,"English, Spanish, Latin, Italian","$185,000,000 (estimated)","$772,245,583",2 hours 56 minutes,"Action, Crime, Drama"
46,tt0082694,Mad Max 2: The Road Warrior,7.6,​George Miller,"noneWriters, ​Terry Hayes, ​George Miller, ​Brian Hannant, noneWriters","noneStars, ​Mel Gibson, ​Bruce Spence, ​Michael Preston, noneStars","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community get rid of a horde of bandits.",Release date,Australia,English,"$3,000,000 (estimated)","$23,670,464",1 hour 36 minutes,"Action, Adventure, Sci-Fi"
47,tt0056197,The Longest Day,7.7,"noneDirectors, ​Ken Annakin, ​Andrew Marton, ​Gerd Oswald, noneDirectors","noneWriters, ​Cornelius Ryan, ​Romain Gary, ​James Jones, noneWriters","noneStars, ​John Wayne, ​Robert Ryan, ​Richard Burton, noneStars","The events of D-Day, told on a grand scale from both the Allied and German points of view.",Release date,United States,"English, German, French","$10,000,000 (estimated)",N/A,2 hours 58 minutes,"Action, Drama, History"
48,tt0266697,Kill Bill: Vol. 1,8.2,​Quentin Tarantino,"noneWriters, ​Quentin Tarantino, ​Uma Thurman, noneWriters","noneStars, ​Uma Thurman, ​David Carradine, ​Daryl Hannah, noneStars","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Release date,"United States, China","English, Japanese, French","$30,000,000 (estimated)","$180,908,413",1 hour 51 minutes,"Action, Crime, Thriller"
49,tt0087182,Dune,6.3,​David Lynch,"​Frank Herbert, ​David Lynch","noneStars, ​Kyle MacLachlan, ​Virginia Madsen, ​Francesca Annis, noneStars",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,Release date,"United States, Mexico",English,"$40,000,000 (estimated)","$30,985,338",2 hours 17 minutes,"Action, Adventure, Sci-Fi"
50,tt21692408,Kung Fu Panda 4,6.3,"​Mike Mitchell, ​Stephanie Stine","noneWriters, ​Jonathan Aibel, ​Glenn Berger, ​Darren Lemke, noneWriters","noneStars, ​Jack Black, ​Awkwafina, ​Viola Davis, noneStars","After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",Release date,"United States, China","Mandarin, Chinese, English","$85,000,000 (estimated)","$543,622,314",1 hour 34 minutes,"Animation, Action, Adventure"
51,tt4919268,Bad Boys: Ride or Die,7.0,"​Adil El Arbi, ​Bilall Fallah","​Chris Bremner, ​Will Beall, ​George Gallo","noneStars, ​Will Smith, ​Martin Lawrence, ​Vanessa Hudgens, noneStars","This Summer, the world's favorite Bad Boys are back with their iconic mix of edge-of-your seat action and outrageous comedy but this time with a twist: Miami's finest are now on the run.",Release date,United States,English,"$100,000,000 (estimated)","$235,872,081",1 hour 55 minutes,"Action, Adventure, Comedy"
52,tt22022452,Inside Out 2,8.0,​Kelsey Mann,"noneWriters, ​Meg LeFauve, ​Dave Holstein, ​Kelsey Mann, noneWriters","noneStars, ​Amy Poehler, ​Maya Hawke, ​Kensington Tallman, noneStars","Follows Riley, in her teenage years, encountering new emotions.",Release date,"United States, Japan",English,"$200,000,000 (estimated)","$512,383,116",1 hour 36 minutes,"Animation, Adventure, Comedy"
53,tt12037194,Furiosa: A Mad Max Saga,7.8,​George Miller,"​George Miller, ​Nick Lathouris","noneStars, ​Anya Taylor-Joy, ​Chris Hemsworth, ​Tom Burke, noneStars",The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.,Release date,"Australia, United States",English,"$168,000,000 (estimated)","$162,081,694",2 hours 28 minutes,"Action, Adventure, Sci-Fi"
54,tt23289160,Godzilla Minus One,7.8,​Takashi Yamazaki,"​Takashi Yamazaki, ​Ishirô Honda, ​Takeo Murata","noneStars, ​Minami Hamabe, ​Ryunosuke Kamiki, ​Munetaka Aoki, noneStars","Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",Release date,Japan,Japanese,"$15,000,000 (estimated)","$115,857,413",2 hours 4 minutes,"Action, Adventure, Drama"
55,tt17279496,Civil War,7.2,​Alex Garland,​Alex Garland,"noneStars, ​Kirsten Dunst, ​Wagner Moura, ​Cailee Spaeny, noneStars","A journey across a dystopian future America, following a team of military-embedded journalists as they race against time to reach DC before rebel factions descend upon the White House.",Release date,"United States, United Kingdom",English,"$50,000,000 (estimated)","$114,409,690",1 hour 49 minutes,"Action, Adventure, Thriller"
56,tt2096673,Inside Out,8.1,"​Pete Docter, ​Ronnie Del Carmen","noneWriters, ​Pete Docter, ​Ronnie Del Carmen, ​Meg LeFauve, noneWriters","noneStars, ​Amy Poehler, ​Bill Hader, ​Lewis Black, noneStars","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Release date,United States,"English, Portuguese, Latvian","$175,000,000 (estimated)","$858,852,998",1 hour 35 minutes,"Animation, Adventure, Comedy"
57,tt15239678,Dune: Part Two,8.6,​Denis Villeneuve,"​Denis Villeneuve, ​Jon Spaihts, ​Frank Herbert","noneStars, ​Timothée Chalamet, ​Zendaya, ​Rebecca Ferguson, noneStars",Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,Release date,"United States, Canada, United Arab Emirates, Hungary, Italy, New Zealand, Jordan, Gambia",English,"$190,000,000 (estimated)","$711,844,358",2 hours 46 minutes,"Action, Adventure, Drama"
58,tt11389872,Kingdom of the Planet of the Apes,7.2,​Wes Ball,"​Josh Friedman, ​Rick Jaffa, ​Amanda Silver","noneStars, ​Owen Teague, ​Freya Allan, ​Kevin Durand, noneStars","Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",Release date,"United States, Australia",English,"$160,000,000 (estimated)","$378,889,907",2 hours 25 minutes,"Action, Adventure, Drama"
59,tt1392190,Mad Max: Fury Road,8.1,​George Miller,"​George Miller, ​Brendan McCarthy, ​Nick Lathouris","noneStars, ​Tom Hardy, ​Charlize Theron, ​Nicholas Hoult, noneStars","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",Release date,"Australia, United States","English, Russian","$150,000,000 (estimated)","$380,418,444",2 hours,"Action, Adventure, Sci-Fi"
60,tt14856980,Atlas,5.6,​Brad Peyton,"​Leo Sardarian, ​Aron Eli Coleite","noneStars, ​Jennifer Lopez, ​Simu Liu, ​Sterling K. Brown, noneStars","In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity.",Release date,United States,English,N/A,N/A,1 hour 58 minutes,"Action, Adventure, Drama"
61,tt14539740,Godzilla x Kong: The New Empire,6.2,​Adam Wingard,"noneWriters, ​Terry Rossio, ​Adam Wingard, ​Simon Barrett, noneWriters","noneStars, ​Rebecca Hall, ​Brian Tyree Henry, ​Dan Stevens, noneStars","Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",Release date,"United States, Australia",English,"$135,000,000 (estimated)","$567,650,016",1 hour 55 minutes,"Action, Adventure, Fantasy"
